"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"IPG","Interpublic Group of Companies, Inc. (The)","18.42","$7.18B","n/a","Technology","Advertising","https://old.nasdaq.com/symbol/ipg",
"IPI","Intrepid Potash, Inc","0.9475","$125.97M","2008","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/ipi",
"IVC","Invacare Corporation","7.01","$241.28M","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ivc",
"VBF","Invesco Bond Fund","20.99","$239.01M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vbf",
"VCV","Invesco California Value Municipal Income Trust","12.48","$597.36M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vcv",
"VTA","Invesco Credit Opportunities Fund","8.99","$566.19M","2007","n/a","n/a","https://old.nasdaq.com/symbol/vta",
"IHIT","Invesco High Income 2023 Target Term Fund","7.88","$189.36M","2016","n/a","n/a","https://old.nasdaq.com/symbol/ihit",
"IHTA","Invesco High Income 2024 Target Term Fund","7.49","$65.75M","2017","n/a","n/a","https://old.nasdaq.com/symbol/ihta",
"VLT","Invesco High Income Trust II","12.41","$80.6M","1989","n/a","n/a","https://old.nasdaq.com/symbol/vlt",
"IVR","INVESCO MORTGAGE CAPITAL INC","3.12","$565.68M","2009","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ivr",
"IVR^B","INVESCO MORTGAGE CAPITAL INC","21.38","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ivr^b",
"IVR^C","INVESCO MORTGAGE CAPITAL INC","21.13","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ivr^c",
"IVR^A","Invesco Mortgage Capital Inc.","22.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ivr^a",
"OIA","Invesco Municipal Income Opportunities Trust","7.5","$356.66M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oia",
"VMO","Invesco Municipal Opportunity Trust","12.4293","$837.92M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vmo",
"VKQ","Invesco Municipal Trust","12.45","$688.74M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vkq",
"VPV","Invesco Pennsylvania Value Municipal Income Trust","12.88","$306.92M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vpv",
"IVZ","Invesco Plc","10","$4.59B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/ivz",
"IQI","Invesco Quality Municipal Income Trust","12.58","$665.28M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iqi",
"VVR","Invesco Senior Income Trust","3.54","$541.73M","1998","n/a","n/a","https://old.nasdaq.com/symbol/vvr",
"VTN","Invesco Trust  for Investment Grade New York Municipal","12.7","$247.37M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtn",
"VGM","Invesco Trust for Investment Grade Municipals","12.81","$694.63M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vgm",
"IIM","Invesco Value Municipal Income Trust","15.16","$713.38M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iim",
"IRET","Investors Real Estate Trust","71.21","$866.33M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/iret",
"IRET^C","Investors Real Estate Trust","25.957","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iret^c",
"NVTA","Invitae Corporation","32.07","$4.01B","2015","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/nvta",
"INVH","Invitation Homes Inc.","29.66","$16.62B","2017","Finance","Real Estate","https://old.nasdaq.com/symbol/invh",
"IO","Ion Geophysical Corporation","2.79","$41.95M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/io",
"IQV","IQVIA Holdings, Inc.","161.18","$30.83B","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/iqv",
"IRM","Iron Mountain Incorporated","28.05","$8.08B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/irm",
"IRS","IRSA Inversiones Y Representaciones S.A.","4.06","$234.94M","n/a","Consumer Services","Homebuilding","https://old.nasdaq.com/symbol/irs",
"STAR          ","iStar Inc.","11.52","$887.72M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/star",
"STAR^D","iStar Inc.","25.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/star^d",
"STAR^G","iStar Inc.","24.06","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/star^g",
"STAR^I","iStar Inc.","24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/star^i",
"ITCB","Ita? CorpBanca","5.16","$1.76B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/itcb",
"ITUB","Itau Unibanco Banco Holding SA","5.01","$48.91B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/itub",
"ITT","ITT Inc.","59.42","$5.13B","2011","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/itt",
"IVH","Ivy High Income Opportunities Fund","11.94","$197.85M","2013","n/a","n/a","https://old.nasdaq.com/symbol/ivh",
"JPM","J P Morgan Chase & Co","96.1","$292.87B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/jpm",
"JPM^C","J P Morgan Chase & Co","28.12","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jpm^c",
"JPM^D","J P Morgan Chase & Co","27.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jpm^d",
"JPM^G","J P Morgan Chase & Co","25.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jpm^g",
"JPM^H","J P Morgan Chase & Co","25.39","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/jpm^h",
"JPM^J","J P Morgan Chase & Co","26.98","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/jpm^j",
"JAX","J. Alexander&#39;s Holdings, Inc.","4.08","$61.25M","2015","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/jax",
"JILL","J. Jill, Inc.","0.5517","$24.72M","2017","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/jill",
"SJM","J.M. Smucker Company (The)","110.97","$12.66B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/sjm",
"JBL","Jabil Inc.","35.23","$5.3B","1993","Technology","Electrical Products","https://old.nasdaq.com/symbol/jbl",
"J","Jacobs Engineering Group Inc.","90.5","$11.77B","n/a","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/j",
"JHX","James Hardie Industries plc.","21.17","$9.38B","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/jhx",
"JHG","Janus Henderson Group plc","20.94","$3.85B","2017","Finance","Investment Managers","https://old.nasdaq.com/symbol/jhg",
"JOF","Japan Smaller Capitalization Fund Inc","7.73","$219.02M","1990","n/a","n/a","https://old.nasdaq.com/symbol/jof",
"JWS","Jaws Acquisition Corp.","10.39","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/jws",
"JWS.U","Jaws Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/jws.u",
"JWS.WS","Jaws Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jws.ws",
"JBGS","JBG SMITH Properties","28.36","$3.79B","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/jbgs",
"JEF","Jefferies Financial Group Inc.","16.34","$4.36B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jef",
"JELD","JELD-WEN Holding, Inc.","20.34","$2.04B","2017","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/jeld",
"JCAP","Jernigan Capital, Inc.","17.18","$399.81M","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/jcap",
"JCAP^B","Jernigan Capital, Inc.","25.17","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jcap^b",
"JT","Jianpu Technology Inc.","0.6598","$111.55M","2017","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/jt",
"JKS","JinkoSolar Holding Company Limited","19.95","$886.32M","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/jks",
"JMP","JMP Group LLC","2.62","$51.34M","2007","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jmp",
"JBT","John Bean Technologies Corporation","96.48","$3.06B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/jbt",
"BTO","John Hancock Financial Opportunities Fund","21.36","$399.25M","1994","n/a","n/a","https://old.nasdaq.com/symbol/bto",
"HEQ","John Hancock Hedged Equity & Income Fund","11.29","$138.01M","2011","n/a","n/a","https://old.nasdaq.com/symbol/heq",
"JHS","John Hancock Income Securities Trust","15.5","$180.52M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jhs",
"JHI","John Hancock Investors Trust","15.79","$137.48M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jhi",
"HPF","John Hancock Pfd Income Fund II","18.63","$397.72M","2002","n/a","n/a","https://old.nasdaq.com/symbol/hpf",
"HPI","John Hancock Preferred Income Fund","21","$548.51M","2002","n/a","n/a","https://old.nasdaq.com/symbol/hpi",
"HPS","John Hancock Preferred Income Fund III","16.63","$526.58M","2003","n/a","n/a","https://old.nasdaq.com/symbol/hps",
"PDT","John Hancock Premium Dividend Fund","13.48","$655.72M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pdt",
"HTD","John Hancock Tax Advantaged Dividend Income Fund","19.58","$693.15M","2004","n/a","n/a","https://old.nasdaq.com/symbol/htd",
"HTY","John Hancock Tax-Advantaged Global Shareholder Yield Fund","5.33","$58.17M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hty",
"JW.A","John Wiley & Sons, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jw.a",
"JW.B","John Wiley & Sons, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jw.b",
"JNJ","Johnson & Johnson","147.35","$387.95B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/jnj",
"JCI","Johnson Controls International plc","38.92","$28.96B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/jci",
"JLL","Jones Lang LaSalle Incorporated","93.92","$4.85B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/jll",
"JMIA","Jumia Technologies AG","21","$1.65B","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/jmia",
"JIH","Juniper Industrial Holdings, Inc.","10.2","$439.88M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/jih",
"JIH.U","Juniper Industrial Holdings, Inc.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/jih.u",
"JIH.WS","Juniper Industrial Holdings, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jih.ws",
"JNPR","Juniper Networks, Inc.","25.3","$8.38B","1999","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/jnpr",
"JP","Jupai Holdings Limited","1.86","$62.71M","2015","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/jp",
"JE","Just Energy Group, Inc.","0.3629","$55.03M","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/je",
"JE^A","Just Energy Group, Inc.","0.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/je^a",
"LRN","K12 Inc","46.54","$1.91B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/lrn",
"KAI","Kadant Inc","110.97","$1.27B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/kai",
"KDMN","Kadmon Holdings, Inc.","3.92","$627.3M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kdmn",
"KAMN","Kaman Corporation","40.85","$1.13B","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/kamn",
"KSU","Kansas City Southern","176.6","$16.66B","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/ksu",
"KSU^","Kansas City Southern","29.44","n/a","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/ksu^",
"KAR","KAR Auction Services, Inc","15.16","$1.96B","2009","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/kar",
"KMF","Kayne Anderson Midstream Energy Fund, Inc","4.55","$214.75M","2010","n/a","n/a","https://old.nasdaq.com/symbol/kmf",
"KYN","Kayne Anderson MLP/Midstream Investment Company","4.8","$606.95M","2004","n/a","n/a","https://old.nasdaq.com/symbol/kyn",
"KB","KB Financial Group Inc","29.6","$11.68B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/kb",
"KBH","KB Home","33.96","$3.32B","1986","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/kbh",
"KBR","KBR, Inc.","22.89","$3.26B","2006","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/kbr",
"K","Kellogg Company","69.35","$23.78B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/k",
"KMPR","Kemper Corporation","80.34","$5.24B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/kmpr",
"KMT","Kennametal Inc.","28.45","$2.36B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/kmt",
"KW","Kennedy-Wilson Holdings Inc.","14.7","$2.11B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/kw",
"KEN","Kenon Holdings Ltd.","20.63","$1.11B","2015","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ken",
"KCAC.U","Kensington Capital Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/kcac.u",
"KDP","Keurig Dr Pepper Inc.","29.92","$42.1B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/kdp",
"KEY","KeyCorp","12.03","$11.74B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/key",
"KEY^I","KeyCorp","28.94","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/key^i",
"KEY^J","KeyCorp","26.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/key^j",
"KEY^K","KeyCorp","27.36","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/key^k",
"KEYS","Keysight Technologies Inc.","100.77","$18.85B","2014","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/keys",
"KRC","Kilroy Realty Corporation","57.02","$6.57B","1997","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/krc",
"KRP","Kimbell Royalty Partners","8.83","$527.96M","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/krp",
"KMB","Kimberly-Clark Corporation","151.6","$51.7B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/kmb",
"KIM","Kimco Realty Corporation","11.09","$4.8B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/kim",
"KIM^L","Kimco Realty Corporation","24.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kim^l",
"KIM^M","Kimco Realty Corporation","24.79","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kim^m",
"KMI","Kinder Morgan, Inc.","14.03","$31.76B","2011","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/kmi",
"KFS","Kingsway Financial Services, Inc.","2.775","$63.02M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/kfs",
"KGC","Kinross Gold Corporation","9.28","$11.67B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/kgc",
"KEX","Kirby Corporation","45.41","$2.73B","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/kex",
"KL","Kirkland Lake Gold Ltd.","53.7","$14.82B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/kl",
"KRG","Kite Realty Group Trust","9.69","$815.1M","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/krg",
"KKR","KKR & Co. Inc.","35.8","$30.26B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/kkr",
"KKR^A","KKR & Co. Inc.","26.49","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kkr^a",
"KKR^B","KKR & Co. Inc.","27.0298","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kkr^b",
"KIO","KKR Income Opportunities Fund","13.11","$266.66M","2013","n/a","n/a","https://old.nasdaq.com/symbol/kio",
"KREF","KKR Real Estate Finance Trust Inc.","16.64","$922.67M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/kref",
"KNX","Knight Transportation, Inc.","43.16","$7.33B","2017","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/knx",
"KNL","Knoll, Inc.","11.88","$602.61M","2004","Consumer Durables","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/knl",
"KNOP","KNOT Offshore Partners LP","13.15","$429.93M","2013","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/knop",
"KN","Knowles Corporation","15.78","$1.45B","2014","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/kn",
"KSS","Kohl&#39;s Corporation","19.33","$3.05B","1992","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/kss",
"PHG","Koninklijke Philips N.V.","52.72","$47.94B","n/a","Energy","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/phg",
"KTB","Kontoor Brands, Inc.","19.53","$1.12B","2019","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ktb",
"KOP","Koppers Holdings Inc.","25.34","$531.68M","2006","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/kop",
"KEP","Korea Electric Power Corporation","7.85","$10.08B","1994","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/kep",
"KF","Korea Fund, Inc. (The)","28.3833","$143.93M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kf",
"KFY","Korn Ferry ","28.47","$1.56B","1999","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/kfy",
"KOS","Kosmos Energy Ltd.","1.34","$542.96M","2011","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/kos",
"KRA","Kraton Corporation","13.65","$434.92M","2009","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/kra",
"KR","Kroger Company (The)","35.1","$27.31B","n/a","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/kr",
"KRO","Kronos Worldwide Inc","11.33","$1.31B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/kro",
"KT","KT Corporation","9.82","$4.82B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/kt",
"LB","L Brands, Inc.","24.38","$6.77B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/lb",
"SCX","L.S. Starrett Company (The)","3.17","$22.09M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/scx",
"LHX","L3Harris Technologies, Inc.","167.88","$36.24B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lhx",
"LH","Laboratory Corporation of America Holdings","196.02","$19.09B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/lh",
"LADR","Ladder Capital Corp","7.6","$915.01M","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ladr",
"LAIX","LAIX Inc.","2.7276","$134.78M","2018","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/laix",
"LW","Lamb Weston Holdings, Inc.","60.13","$8.78B","2016","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lw",
"LCI","Lannett Co Inc","6.26","$252.6M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lci",
"LPI","Laredo Petroleum, Inc.","14.54","$173.03M","2011","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/lpi",
"LVS","Las Vegas Sands Corp.","44","$33.61B","2004","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/lvs",
"LGI","Lazard Global Total Return and Income Fund","15.02","$195.42M","2004","n/a","n/a","https://old.nasdaq.com/symbol/lgi",
"LAZ","Lazard Ltd.","30.5","$3.19B","2005","Finance","Investment Managers","https://old.nasdaq.com/symbol/laz",
"LZB","La-Z-Boy Incorporated","28.88","$1.34B","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/lzb",
"LCII","LCI Industries ","130.75","$3.29B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/lcii",
"LEAF","Leaf Group Ltd.","4.94","$132.7M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/leaf",
"LEA","Lear Corporation","112.01","$6.71B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/lea",
"LEE","Lee Enterprises, Incorporated","0.8629","$50.15M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/lee",
"LGC","Legacy Acquisition Corp.","10.52","$387.19M","2017","Technology","Advertising","https://old.nasdaq.com/symbol/lgc",
"LGC.U","Legacy Acquisition Corp.","n/a","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/lgc.u",
"LGC.WS","Legacy Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lgc.ws",
"LMHA","Legg Mason, Inc.","25.5","n/a","2016","Finance","Investment Managers","https://old.nasdaq.com/symbol/lmha",
"LMHB","Legg Mason, Inc.","25.17","n/a","2016","Finance","Investment Managers","https://old.nasdaq.com/symbol/lmhb",
"LEG","Leggett & Platt, Incorporated","39.7","$5.25B","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/leg",
"JBK","Lehman ABS Corporation","29.5499","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/jbk",
"KTH","Lehman ABS Corporation","34","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/kth",
"KTN","Lehman ABS Corporation","32.65","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/ktn",
"LDOS","Leidos Holdings, Inc.","98.3","$13.96B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ldos",
"LEJU","Leju Holdings Limited","3.66","$497.66M","2014","Finance","Real Estate","https://old.nasdaq.com/symbol/leju",
"LMND","Lemonade, Inc.","56.86","$3.12B","2020","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/lmnd",
"LC","LendingClub Corporation","5.23","$365.42M","2014","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/lc",
"LEN","Lennar Corporation","73.6","$22.98B","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/len",
"LEN.B","Lennar Corporation","n/a","n/a","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/len.b",
"LII","Lennox International, Inc.","270.18","$10.34B","1999","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lii",
"LEVI","Levi Strauss & Co","12.08","$4.79B","2019","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/levi",
"LXP","Lexington Realty Trust","11.48","$3.17B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lxp",
"LXP^C","Lexington Realty Trust","55.2285","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lxp^c",
"LPL","LG Display Co., Ltd.","5.29","$3.79B","2004","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lpl",
"DFNS","LGL Systems Acquisition Corp.","10.08","$217.35M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dfns",
"DFNS.U","LGL Systems Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dfns.u",
"DFNS.WS","LGL Systems Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dfns.ws",
"USA","Liberty All-Star Equity Fund","5.94","$1.26B","1986","n/a","n/a","https://old.nasdaq.com/symbol/usa",
"ASG","Liberty All-Star Growth Fund, Inc.","7.18","$298.99M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asg",
"LBRT","Liberty Oilfield Services Inc.","5.96","$673.09M","2018","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/lbrt",
"LSI","Life Storage, Inc.","98.16","$4.6B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/lsi",
"LITB","LightInTheBox Holding Co., Ltd.","1.5","$167.66M","2013","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/litb",
"LNC","Lincoln National Corporation","37.58","$7.26B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/lnc",
"LIN","Linde plc","244.31","$128.35B","2018","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lin",
"LNN","Lindsay Corporation","98.44","$1.07B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lnn",
"LN","LINE Corporation","52","$12.51B","2016","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/ln",
"LINX","Linx S.A.","4.71","$825.58M","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/linx",
"LGF.A","Lions Gate Entertainment Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lgf.a",
"LGF.B","Lions Gate Entertainment Corporation","n/a","n/a","2016","n/a","n/a","https://old.nasdaq.com/symbol/lgf.b",
"LAD","Lithia Motors, Inc.","234.79","$5.36B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/lad",
"LAC","Lithium Americas Corp.","6.25","$562.76M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/lac",
"LYV","Live Nation Entertainment, Inc.","46.67","$10.05B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/lyv",
"LOAK","Live Oak Acquisition Corp.","10","$250M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/loak",
"LOAK.U","Live Oak Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/loak.u",
"LOAK.WS","Live Oak Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/loak.ws",
"LTHM","Livent Corporation","6.44","$941.46M","2018","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lthm",
"RAMP","LiveRamp Holdings, Inc.","46.69","$3.06B","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/ramp",
"LYG","Lloyds Banking Group Plc","1.39","$24.59B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/lyg",
"SCD","LMP Capital and Income Fund Inc.","10.29","$185.05M","2004","n/a","n/a","https://old.nasdaq.com/symbol/scd",
"LMT","Lockheed Martin Corporation","377.1","$105.42B","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/lmt",
"L","Loews Corporation","35.6","$10.02B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/l",
"LOMA","Loma Negra Compania Industrial Argentina Sociedad Anonima","5.51","$656.82M","2017","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/loma",
"LGVW","Longview Acquisition Corp.","9.92","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/lgvw",
