rating,date,variation,verified_reviews,feedback
5,30-Jul-18,Configuration: Fire TV Stick,Just the perfect cost effective solution.  Thank you Amazon.,1
4,30-Jul-18,Configuration: Fire TV Stick,Firestick easy to use and I enjoyed it.,1
5,30-Jul-18,Configuration: Fire TV Stick,i do wish the dot could connect to the fire stick but both products still worked flawlessly,1
1,30-Jul-18,Configuration: Fire TV Stick,"My old amazon fire stick kept crashing when using Sling TV.I bought this one thinking the old one was defective.This one is doing the same thing. When going back into Sling, it starts up where I left off in the program.",0
1,30-Jul-18,Configuration: Fire TV Stick,Ordered 2 on deal day. 1 doesn’t work and 2 nd just went down after 2 days 😏,0
5,30-Jul-18,Configuration: Fire TV Stick,"Love my fire stick and remote, so easy to set up and use. Endless amounts of apps to download! Used it with my smart tv and it’s 100X better than the features smart TVs offer",1
5,30-Jul-18,Configuration: Fire TV Stick,Great easy to set up.A little difficult to navigate and the instructions are non existent,1
5,30-Jul-18,Configuration: Fire TV Stick,Super good!,1
4,30-Jul-18,Configuration: Fire TV Stick,Fun taking to the TV. Works good. It’s a little confusing moving around the programs.,1
3,30-Jul-18,Configuration: Fire TV Stick,That it doesn’t turn my television on or off.,1
5,30-Jul-18,Configuration: Fire TV Stick,"I loved how easy this was to install sry up, and use! Simply amazing.  So amazing we bought two!This allowed us to officially ""CUT THE CABLE CORD"".Love it!",1
4,30-Jul-18,Configuration: Fire TV Stick,I expected to have access to more current movie instead of having to pay. The easy setup was helpful and I love the speedy delivery.,1
5,30-Jul-18,Configuration: Fire TV Stick,"Works great! I recommend it to anyone who has prime, WiFi and an hdm1 tv. That’s all u need. I’m not really technologically savvy but even I was able to set it up with included and on screen directions.",1
5,30-Jul-18,Configuration: Fire TV Stick,need a few more,1
5,30-Jul-18,Configuration: Fire TV Stick,I love that you can watch Bob Dylan’s movies,1
5,30-Jul-18,Configuration: Fire TV Stick,Love the Alexa feature. Firestick is working just fine.,1
5,30-Jul-18,Configuration: Fire TV Stick,Very easy to install.  Very intuitive to use.  Very happy with the purchase.,1
5,30-Jul-18,Configuration: Fire TV Stick,Ease of use!,1
2,30-Jul-18,Configuration: Fire TV Stick,"I don't like how I cannot load my Hulu account, it is also very slow. I know it is not my Internet connection because I have an Xbox One that works just fine, but my Fire TV Stick takes forever to load anything.",0
5,30-Jul-18,Configuration: Fire TV Stick,Amazing for all your entertainment needs!,1
2,30-Jul-18,Configuration: Fire TV Stick,"It's constantly buffering, to the point where you can't watch anything without interruption. I purchased on Prime Day plus I used rewards to pay for it, so in the end I paid next to nothing. If I had paid full price for it I might want my money back. We stopped trying to use it and went back to our old streaming device. I know our internet service is not the issue because we do not have this problem with any other devices that we stream from.",0
5,30-Jul-18,Configuration: Fire TV Stick,"I didn’t realize it needed an external power source in order to utilize the fire stick. I thought it was more along the lines of a flash drive device you Singley plugged into your tv. However, since using my amazon fire stick I have enjoyed every moment of it and would definitely recommend this product to any and all.",1
5,30-Jul-18,Configuration: Fire TV Stick,I love it!!!!!!,1
5,30-Jul-18,Configuration: Fire TV Stick,Easy to install and operate. Works with Alexa voice commands.,1
4,30-Jul-18,Configuration: Fire TV Stick,"This was a Prime Day purchase. I'm still learning my way around it. So far, so good. The addition of Alexa is nice.",1
5,30-Jul-18,Configuration: Fire TV Stick,I love how it is Alexa enabled. I just say the show I want to watch and &#34;she&#34; knows how and where to find it for me!,1
5,30-Jul-18,Configuration: Fire TV Stick,Super easy to set up.  Easy to use. Lots of app options available.,1
5,30-Jul-18,Configuration: Fire TV Stick,"The first stick is a solid, entry level, device and does what it's supposed to do.",1
5,30-Jul-18,Configuration: Fire TV Stick,"Works fine, I wanted this for my bedroom television.",1
4,30-Jul-18,Configuration: Fire TV Stick,Does not work with you tube tv,1
5,30-Jul-18,Configuration: Fire TV Stick,Easy to set up; Easy to use!,1
5,30-Jul-18,Configuration: Fire TV Stick,I love all the viewing choices on FIRE STICK!,1
5,30-Jul-18,Configuration: Fire TV Stick,Good product,1
5,30-Jul-18,Configuration: Fire TV Stick,This is my 2nd fire TV stick with Alexa I have been very happy with my first one love that you can use so many apps with it. Big 👍,1
5,30-Jul-18,Configuration: Fire TV Stick,"Love the Firestick! My kids love that they can talk to Alexa and get the weather, local news, etc.",1
4,30-Jul-18,Configuration: Fire TV Stick,It offers hours of entertainment and it was very easy to install and activate 👍,1
5,30-Jul-18,Configuration: Fire TV Stick,amazon fire stick is amazing !!!,1
4,30-Jul-18,Configuration: Fire TV Stick,I have 2 of them the one I have to reset it at least once a week or so some times twice,1
5,30-Jul-18,Configuration: Fire TV Stick,Awesome product more than expected,1
2,30-Jul-18,Configuration: Fire TV Stick,I don’t like that it goes into sleep mode after 20-30 minutes of “inactivity”. I shouldn’t have to “wake up” the fire tv to finish watching a show.,0
5,30-Jul-18,Configuration: Fire TV Stick,availability of movies and nothing I don't like,1
5,30-Jul-18,Configuration: Fire TV Stick,"Very satisfied, easy setup. Great product. Highly recommend.",1
5,30-Jul-18,Configuration: Fire TV Stick,We like it better than Roku.  Voice commands really work.,1
5,30-Jul-18,Configuration: Fire TV Stick,"Easy setup, works flawlessly!",1
5,30-Jul-18,Configuration: Fire TV Stick,Easy to hook up.  Wish I knew all its capabilities,1
5,30-Jul-18,Configuration: Fire TV Stick,Great Purchase,1
5,30-Jul-18,Configuration: Fire TV Stick,Easy to set up,1
4,30-Jul-18,Configuration: Fire TV Stick,It was easy to use for our bedroom TV.,1
5,30-Jul-18,Configuration: Fire TV Stick,"I used Chromecast before this, it was okay. But I love the FireStick. Works great, doesn’t lag. Would recommend!",1
5,30-Jul-18,Configuration: Fire TV Stick, ,1
5,30-Jul-18,Configuration: Fire TV Stick,I bought this fire stick for another TV! No more arguments about what to watch!,1
1,30-Jul-18,Configuration: Fire TV Stick,"I liked it until on day after a year it no longer worked, would not power up  and go past the firestick  logo on tv. Bought a second one, will not buy a third if this one doesn't last longer....",0
5,30-Jul-18,Configuration: Fire TV Stick,We love our fire stick!! The Alexa voice control is fantastic for my younger kids!!,1
5,30-Jul-18,Configuration: Fire TV Stick,Setup was easy and usage was intuitive.  I've used it away from home and it works great.,1
5,30-Jul-18,Configuration: Fire TV Stick,I really love that all my apps are in one spot,1
5,30-Jul-18,Configuration: Fire TV Stick,I love the number of movies that are available using this device. Took me a little time to setup and learn how to work it. The only thing I miss is local channels.,1
5,30-Jul-18,Configuration: Fire TV Stick,Love that the fire stick allows me enough choices to ditch cable!,1
5,30-Jul-18,Configuration: Fire TV Stick,Plenty of options to choose from!,1
5,30-Jul-18,Configuration: Fire TV Stick,It worked as a charmed.,1
5,30-Jul-18,Configuration: Fire TV Stick,I love it . Easy set up as well,1
5,30-Jul-18,Configuration: Fire TV Stick,I love how fast you get a respond from Alexa.Also easy to find any thing you are looking forjust speak in to the remote.,1
5,30-Jul-18,Configuration: Fire TV Stick,Extremely easy to use! Switched away from directv and use it to stream T.V.,1
1,30-Jul-18,Configuration: Fire TV Stick,It don’t show nothing,0
5,30-Jul-18,Configuration: Fire TV Stick,Works like a charm!,1
5,30-Jul-18,Configuration: Fire TV Stick,"Works great, some of the apps will start buffering but it’s probably my internet. Love the Alexa voice control.",1
4,30-Jul-18,Configuration: Fire TV Stick,"It does what it says it will do.  The picture quality is better than what I have been receiving on cable TV.  Only downside is if you pause the movie for more than a couple minutes it takes a long time to come back on and you often get a message that your internet speed is too slow (I'm clocking 300 mb at my house on a good day).  Also, voice command through Alexia doesn't work well, but that could be operator error.  All in all, for $20 you can't beat it.",1
5,30-Jul-18,Configuration: Fire TV Stick,I loved everything,1
2,30-Jul-18,Configuration: Fire TV Stick,"Very disappointed when we had to mandatory upgrade and when we final got done with the upload, we had lost our local Charlotte NC channels (which are pur news and weather also)  (CBS, NBC, ABC) and 2 days later was Amazon day with discounts on what we had JUST ordered.",0
5,30-Jul-18,Configuration: Fire TV Stick,Second one for my house. This is great...I am not tech oriented and all I have to do is hold down a button and talk. Now I am watching tv too much! LOL!,1
5,30-Jul-18,Configuration: Fire TV Stick,"I love this thing! The Alexa feature makes it so easy to find what you want no matter which streaming service has it.  No more searching Netflix then Amazon etc to see if either has your show,  Alexa finds it for you!",1
5,30-Jul-18,Configuration: Fire TV Stick,Great product,1
5,30-Jul-18,Configuration: Fire TV Stick,Love it!,1
3,30-Jul-18,Configuration: Fire TV Stick,I feel that the voice feature is useless. Lots of channels to stream though.,1
1,30-Jul-18,Configuration: Fire TV Stick,Garbage...Even trying to watch Amazon Prime Video this piece of garbage looses internet connection half way thru a show. The cheapest Roku works 100 time better. DO not waste your time or money on this piece of garbage.,0
5,30-Jul-18,Configuration: Fire TV Stick,Loved it.,1
5,30-Jul-18,Configuration: Fire TV Stick,Love the fire stick. Alexa works well on it too. Would recommend.,1
5,30-Jul-18,Configuration: Fire TV Stick,"Just getting started with the Fire TV Stick. So far, so good.",1
5,30-Jul-18,Configuration: Fire TV Stick,"Easy to set up, lots of things to watch and program in.  Have not even gotten that far into it yet.  Easy to use. Highly recommended.  Leaning more and more closer to cutting the cable cord for good.",1
5,30-Jul-18,Configuration: Fire TV Stick,Was a gift,1
5,30-Jul-18,Configuration: Fire TV Stick,"This is my second Firestick, I a very pleased with the ease of use.",1
2,30-Jul-18,Configuration: Fire TV Stick,I would not recommend this to anyone. It won't load netflix or if it does on rare occasion it won't run the program all the way thru. It tells you the we are unable to process this title at this time. Try again later.  It is not the Netflix site cause I can stream it just fine on my computer.  Its the Firestick. very disappointing.,0
4,30-Jul-18,Configuration: Fire TV Stick,Worth every cent.,1
5,30-Jul-18,Configuration: Fire TV Stick,I like when thete nothing to watch on tv I can run to my firestick.,1
5,30-Jul-18,Configuration: Fire TV Stick,Access to apps,1
5,30-Jul-18,Configuration: Fire TV Stick,Easy to install and use.,1
5,30-Jul-18,Configuration: Fire TV Stick,Thank you! Great Product!,1
5,30-Jul-18,Configuration: Fire TV Stick,Purchased this for the Man cave and loving it.,1
2,30-Jul-18,Configuration: Fire TV Stick,las películas no tiene o no se pueden cambiar a español o títulos en español,0
5,30-Jul-18,Configuration: Fire TV Stick,Easy to install. Up and running in minutes.,1
2,30-Jul-18,Configuration: Fire TV Stick,Was excited to try this on my new Element TV.  Unfortunately even though my TV is 5 feet away from my router i get maddening disconnections and buffering.  Thought this little device was supposed to take care of that issue.  It didn’t!,0
5,30-Jul-18,Configuration: Fire TV Stick,"Easy to use, all your favorite programs. All inclusive, nothing else to buy.",1
5,30-Jul-18,Configuration: Fire TV Stick,Fun to play with,1
5,30-Jul-18,Configuration: Fire TV Stick,"as of now,i love everything about it",1
5,30-Jul-18,Configuration: Fire TV Stick,Powerful little stick,1
5,30-Jul-18,Configuration: Fire TV Stick,"Superb is all we can say.  Plugged the unit in, set up the HDMI and boom, we were watching better TV.  Thank you.",1
5,30-Jul-18,Configuration: Fire TV Stick,It's like having your tv as a big tablet,1
5,30-Jul-18,Configuration: Fire TV Stick,Loved them,1
5,30-Jul-18,Configuration: Fire TV Stick,I am very pleased with the Fire Stick.,1
5,30-Jul-18,Configuration: Fire TV Stick,"works good, ni issues",1
5,30-Jul-18,Configuration: Fire TV Stick,great price great product fire stick is the best i think works better then roku.,1
5,30-Jul-18,Configuration: Fire TV Stick,Love how I can take it on vacation and use it. Very easy to set up.,1
5,30-Jul-18,Configuration: Fire TV Stick,"As a user of Chromecast for years I have to say that the Firestick is a nice upgrade. I really like that I can download all the apps for different media sources like HBO, Showtime, etc. that I have free access to from my cable account but with the Firestick I get a better picture and can go directly to the shows I want to see. The downside was the time it took to download all the apps and set them up, but the good thing is that the setup is a onetime procedure.",1
5,30-Jul-18,Configuration: Fire TV Stick,Currently own 3 Chromecast devices and tge Fire Stick is superior to them.  We are so pleased that we can watch programs on Netflix and Prime without a smart phone or computer.  Very easy to install and use!,1
1,30-Jul-18,Configuration: Fire TV Stick,Menu doesn’t work. Says it can’t connect to amazon network,0
1,30-Jul-18,Configuration: Fire TV Stick,I would love this remote if i wasnt spending so much money replacing the batteries. Its upsetting that i spent money on such a great device all for the batteries not to last.,0
5,30-Jul-18,Configuration: Fire TV Stick,"This was purchased for our toy hauler, but it came the day before we left for a trip by plane.  It was wonderful to plug into our hotel TV and watch our normal tv shows rather than whatever was showing at the time and sit through commercials.",1
5,30-Jul-18,Configuration: Fire TV Stick,"Already had a firestick in our livingroom, great entertainment, had to get one for the bedroom.",1
5,30-Jul-18,Configuration: Fire TV Stick,very good option,1
1,30-Jul-18,Configuration: Fire TV Stick,Purchased to use on the road in my semi. Does not work in that application.,0
4,30-Jul-18,Configuration: Fire TV Stick,Great,1
5,30-Jul-18,Configuration: Fire TV Stick,I love my fire stick thank you so much,1
5,30-Jul-18,Configuration: Fire TV Stick,Easy to set-up!  I am enjoying the added video choices for my television.,1
5,30-Jul-18,Configuration: Fire TV Stick,"The installation and connection to my Wi-Fi was so easy! Getting the Amazon Prime and Netflix going was a breeze. I have not used a voice remote before. That was amazing (yes, I am old school). I will be reviewing more features and options as I have time, but I am very excited to own such a product that lives up to the all the great things I have read and heard.",1
4,30-Jul-18,Configuration: Fire TV Stick,"I like this product. However, the set up was a bit difficult. I had to reset it to the factory setting abd start from scratch.",1
5,30-Jul-18,Configuration: Fire TV Stick,I loved the I can use voice to make a request. I use it for music and movies.,1
5,30-Jul-18,Configuration: Fire TV Stick,Very easy to install and am excited to use!,1
5,30-Jul-18,Configuration: Fire TV Stick,"so far, so good, works great.",1
5,30-Jul-18,Configuration: Fire TV Stick,"Great device, I'm cutting my cable and watching the channels I want. If I want to add an app like CBS I can just pay a little extra and get it.",1
5,30-Jul-18,Configuration: Fire TV Stick,"Everything about it is great, love the Alexa voice remote",1
5,30-Jul-18,Configuration: Fire TV Stick,Works like a charm...,1
4,30-Jul-18,Configuration: Fire TV Stick, ,1
5,30-Jul-18,Configuration: Fire TV Stick,Thought it was pretty cool new to streaming thing seemed easy to use,1
4,30-Jul-18,Configuration: Fire TV Stick,"Super-Easy setup, only issue i find is that it occasionally loses connection with household network.",1
5,30-Jul-18,Configuration: Fire TV Stick,Turned our old TV into a smart TV. Really easy interface. Have bought 4 now.,1
5,30-Jul-18,Configuration: Fire TV Stick,"Easy set up, works perfect.",1
5,30-Jul-18,Configuration: Fire TV Stick,This is an awesome product. I wanted to test out the differences between this and my Roku and both are very nice. I will likely be using this for traveling as well.,1
5,30-Jul-18,Configuration: Fire TV Stick,😄😄,1
4,30-Jul-18,Configuration: Fire TV Stick,Good wifi TV stick,1
5,30-Jul-18,Configuration: Fire TV Stick,I love it,1
1,30-Jul-18,Configuration: Fire TV Stick,"Seems to work ok, but no youtube tv?  Really?  can't believe they would ban an app that so many people want to use.  I really wanted to like it, but when I couldn't install that particular app it became almost useless, almost.  Does most other stuff just fine, but I'll stick with my Roku.",0
5,30-Jul-18,Configuration: Fire TV Stick,This thing is great if you have internet and amazon prime.,1
5,30-Jul-18,Configuration: Fire TV Stick,Awesome product,1
5,30-Jul-18,Configuration: Fire TV Stick,"Easy set up, nice looking interface and I like the new slightly larger remote. I have a 1st Gen with the little remote and misplace it all the time. And great price!",1
5,30-Jul-18,Configuration: Fire TV Stick,Great product and easy to use,1
5,30-Jul-18,Configuration: Fire TV Stick,"Great gadget that installs, and works easily. Nice to not have another box taking up space too!",1
5,30-Jul-18,Configuration: Fire TV Stick,Excellent product and service.  Very easy to install and my daughter is very happy.,1
5,30-Jul-18,Configuration: Fire TV Stick,Great entertainment,1
5,30-Jul-18,Configuration: Fire TV Stick,Being able to use it with my Alexa Echo was great!,1
5,30-Jul-18,Configuration: Fire TV Stick,Easy to use and fast setup,1
5,30-Jul-18,Configuration: Fire TV Stick,LOVE IT!!!!!,1
5,31-Jul-18,Black  Dot,"I set her up to play through our home theater system. So fat we are just using her for weather forecasts, cooking timers, and we really enjoy the music!",1
5,31-Jul-18,White  Dot,Small device that my kids like to ask questions. Very handy friendly interactive,1
5,31-Jul-18,Black  Dot,beyond awesome,1
5,31-Jul-18,Black  Dot,I like that it responds every time. It was easy to set up.  I'm still learning what I can do with it. I may like a better speaker more.,1
5,31-Jul-18,Black  Dot,Family loved it!,1
5,31-Jul-18,Black  Dot, ,1
4,31-Jul-18,Black  Dot,I like how it will connect to bluetooth without an adapter like the Google. Only reason for 4 stars is volume level without external speaker. Easy to use.,1
5,31-Jul-18,Black  Dot,Echos are great I have a few of them through out our home .  All in voice range to ask a question. Say a command to turn lights on or off. Or my favorite is play music all though the house.,1
5,31-Jul-18,Black  Dot,"Love it , this time it's a gift  for friend",1
5,30-Jul-18,Black  Dot,"Fantastic product, I use it as a smart home hub and to play music through speakers mainly, the customizable routines are so nice and very easy to program",1
5,30-Jul-18,Black  Dot,Great,1
1,30-Jul-18,Black  Dot,"I am quite disappointed by this product.There clearly is a bug: half of the time I ask for a newsflash, two second after it starts, the whole thing stops and reboots for a couple of minutes. Same goes when I ask to play the radio. Also, many times it get confused when I ask to switch of &#34;the lights&#34;...as other items are also named the same, which is not true. Clearly no AI or natural language, very 'beta' stage still for me. Not impressed!",0
5,30-Jul-18,Black  Dot,Love this thing works great and kids love it to,1
5,30-Jul-18,Black  Dot,Love it.. makes the simple things in life simpler,1
5,30-Jul-18,Black  Dot,"I am really enjoying the many different features on my Alexa, especially listening to music and audio books",1
5,30-Jul-18,Black  Dot,Echo Dot is a wonderful invention. We love it. Alexa is so smart.,1
5,30-Jul-18,Black  Dot,"Alarm and music, information the weather",1
5,30-Jul-18,White  Dot,Love it! Very helpful,1
5,30-Jul-18,Black  Dot,Good but it’s pretty low,1
5,30-Jul-18,Black  Dot,"Alarm, calendar, reminders",1
5,30-Jul-18,Black  Dot,"I have had the echo dot for about two weeks and am having fun with it. I set morning alarms, check the weather, have Alexa play various music (I bought inexpensive speakers to connect for better sound), and I'm learning her skills. A little tricky to connect to wifi initially, but after some trial and error it connected, and has stayed connected. So far, super satisfied. Will be buying one for my mother and one for my office.",1
5,30-Jul-18,Black  Dot,I AM COMPLETELY IN LOVE. DOES ABSOLUTELY EVERYTHING AND IS SO AMAZING AND GREAT,1
2,30-Jul-18,Black  Dot,Nope. Still a lot to be improved. For most of the things we ask.. It says.. Hmmmm.. I dont know that.,0
3,30-Jul-18,Black  Dot,The speaker could be better...,1
5,30-Jul-18,White  Dot,I love it!!,1
5,30-Jul-18,Black  Dot,3rd Dot. Love it!,1
5,30-Jul-18,White  Dot,works like any other one!,1
5,30-Jul-18,Black  Dot,Love my new Alexa. She works great so far.,1
4,30-Jul-18,Black  Dot,I bought the echo dot while it was on sale for prime day and I was excited when it came in the next day. I set it up immediately and everything worked perfectly fine. The set up was easy and straight forward which I really appreciated because I am terrible with technology. The only reason why I am not satisfied with my purchase is because of the fact that I can't use the Echo Dot for more than 15 minutes without it disconnecting from the internet. I am connected to both 2.4GHZ and 5GHZ wifi links and neither works. It's very frustrating because I am not getting my use out of the Echo Dot and I really wish I could. If any one has had the same problems or has any solution please let me know!,1
5,30-Jul-18,Black  Dot,I got this for dad on father's Day!  He was tickled with it!,1
5,30-Jul-18,White  Dot,Nice product,1
5,30-Jul-18,Black  Dot,Love my echo. Love playing music in my room,1
5,30-Jul-18,Black  Dot,"Still getting used to Alexa, but I think she's a keeper!",1
4,30-Jul-18,White  Dot,Works good for the most part. You ask it some questions and she says she doesn’t know. I thought she was supposed to know everything,1
5,30-Jul-18,Black  Dot,my new best friend :),1
5,30-Jul-18,Black  Dot,Absolutely love it!!!!,1
4,30-Jul-18,Black  Dot,I liked linking two more rooms in the home,1
5,30-Jul-18,Black  Dot,I LOVE ALEXA!! SHE ROCKS!!!,1
4,30-Jul-18,Black  Dot,"I had some trouble with my echo dot when I first got it because of internet connection issues. After doing research online I saw from some other people that they had trouble with the 2nd generation Echo Dot. However, the same weekend I took a trip and brought my Echo Dot along to the hotel where it seemed to work just fine. Now back home, the internet connection has seemed to have gotten through it's little rough patch and I haven't had any problems since. So, if you are having connection issues with an Echo Dot then it is probably the internet and not the device.",1
5,30-Jul-18,Black  Dot,Small size works great in our sunroom.,1
4,30-Jul-18,White  Dot,I like it and it’s helful but it can only do certain thongs that is supported by amazon.,1
1,30-Jul-18,Black  Dot,"I reached out to Amazon, because the device wanted to sync my phone number but it would not allow because it said my number was already in use.  Customer service couldn't help they basically told me to contact Sprint to assist.  So Echo does the bare minimum without access to my phone for set up, so its kind of pointless to have and pay for.",0
3,30-Jul-18,Black  Dot,"It won’t work as a blue tooth speaker with my tv,it connects but won’t work",1
4,30-Jul-18,Black  Dot,"I've only got to use it for a couple of weeks before having to go into the hospital, but had good time with it for the short time I did use it. It was fun trying to use Alexa",1
5,30-Jul-18,Black  Dot,"This was an impulse buy but turns out I really enjoy my new dot. My grands love requesting songs and playing games. I like listening to my audible selection, keeping up with my to do lists and discovering new Alexa skills. Fun and practical, my echo dot has been a surprisingly welcome addition to my home.",1
5,30-Jul-18,Black  Dot,Great product at a great price.,1
4,30-Jul-18,Black  Dot,My son loves his Echo Dot.,1
5,30-Jul-18,Black  Dot,Love these.  Great in the bathroom to listen to the news during showering.  Or listen to CNN live with Serius SM.,1
5,30-Jul-18,White  Dot,I like it alot. I connected it so I can play my Pandora and I asked about the weather & time every morning. I got rid of my old fashioned digitol clock because I can have my music play Unlimited on this. I'm going to ask it about vacations and a few other things once I get more comfortable with it. Definitely worth the money.,1
4,30-Jul-18,White  Dot,It plays music that I request.,1
1,30-Jul-18,Black  Dot,I didn't like that almost everytime i asked Alexa a question she would say i dont know that or i havent learned that.,0
4,30-Jul-18,Black  Dot,Luv it.  It's a great product.,1
5,30-Jul-18,Black  Dot,"What can I say. Well, I’m a  paranoid IT person of 30 years but got hooked on the idea of cloud based home control. So yes I love my echo stuff but, I did create a isolated VLAN on my home network to run the devices including the cheap ones that require you to sign up on some questionable website and download their app. Be carful with these people!  Entering your Wi-Fi password on a site that’s not vetted and your location when the app askes is not a good thing. Try to stay with devices that  work directly with the Alexa hub with no third-party app, Amazon has more control of these types of devices and how the  sensitive information is handled.",1
5,30-Jul-18,White  Dot,Great product,1
5,30-Jul-18,Black  Dot,"Very helpful for playing music, setting alarms, and talking to you when you are lonely.",1
5,30-Jul-18,Black  Dot,"Easy to set up, can control Kasa smart plugs no problem.  Even the kids have figured stuff out that I would not have asked Alexa, like telling jokes and singing. The Alexa app controls my custom spark plug and my cloud cam.",1
4,30-Jul-18,Black  Dot,"I love having Alexa around the house. My favorite features are her timers, alarms, and music. Especially her library of sleep sounds. I got this product as a gift for my kids, and they love her too. She is great for reading time, and timing 30 minutes for it.The only thing I really don't like, is that she HAS to be plugged in to an outlet to function. No ifs ands, or buts. I get why, but it is minorly inconvenient, as I have to move her from room to room, or purchase more. Lol",1
5,30-Jul-18,White  Dot,"Alarm,bed time story, universal",1
5,30-Jul-18,Black  Dot,I am in love with alexa,1
5,30-Jul-18,Black  Dot,Its was easy to set up,1
5,30-Jul-18,Black  Dot, ,1
5,30-Jul-18,Black  Dot,Works better than anticipated. This thing is awesome.,1
5,30-Jul-18,Black  Dot,Great product,1
5,30-Jul-18,Black  Dot,Really like it,1
5,30-Jul-18,White  Dot,I like that it respond most of my comands. Great product.,1
1,30-Jul-18,Black  Dot,The volume is very low,0
5,30-Jul-18,White  Dot,so far i am liking it although i am probably not using it to the full capasity,1
5,30-Jul-18,Black  Dot,"My new best friend!! I'm a little behind the times I've never had anything like this, another alexa or google home, so to me this is a super amazing useful tool. I use it to play sleep sounds to sleep. I use it for my amazon audible books. Set alarms, reminders, receive notifications, play games with her. Have her tell me a short story lol. It's pretty fun. I know some people complained about the speaker I'm not sure why. I'm sure if you have an open concept house all to yourself and want to blast music no this might not blast it around loud enough. But I rent a room and in my bedroom it's perfect I don't have any problems with the speaker. Love everything about it!",1
4,30-Jul-18,Black  Dot,Wish volume was capable of going louder,1
5,30-Jul-18,Black  Dot,I love it,1
5,30-Jul-18,White  Dot,Best purchase this year.,1
5,30-Jul-18,Black  Dot,"I love these, I have 2 dots and one echo. For a medium size rooms these are loud enough without external speakers although I do use external for the dots.",1
4,30-Jul-18,Black  Dot,I really love my dots! So awesome how it’s connects all my rooms. But like you’ve read with other reviews they are definitely lower in volume. Which I’m sure if I connected it to speaker or another device it would be great. But as a stand alone the volume is just ok. Definitely not like my tall echo. And the dots don’t pick up voice as good as my tall echo.Still totally love them and would recommend 100%,1
3,30-Jul-18,Black  Dot,its okay but keeps dropping wifi!,1
5,30-Jul-18,Black  Dot,Kids love it! I love it!,1
1,30-Jul-18,Black  Dot, ,0
5,30-Jul-18,Black  Dot,Love my echo dot easy to use and set up,1
5,30-Jul-18,Black  Dot,love it as I do all of my echos,1
5,30-Jul-18,Black  Dot,Excellent product !!,1
5,30-Jul-18,Black  Dot,"I love being able to control lights, doors and music.",1
5,30-Jul-18,Black  Dot,Fun To interact with,1
5,30-Jul-18,Black  Dot,Very satisfied with the product,1
5,30-Jul-18,Black  Dot,"We have 3 echos now, even one in the barn, great idea for when I am working with my horse, can still get news flashes & my music!",1
3,30-Jul-18,Black  Dot,"I bought this for my healing room.  I play continuous spa like music. Although Alexa knows the type of music needed, the device does not deliver quality sound it sounds muffled.  I didn't know I had to buy speakers too.",1
5,30-Jul-18,Black  Dot,Like having the music where ever I am.,1
3,30-Jul-18,White  Dot,"Hard to hear, had to blue tooth it to a better speaker.",1
3,30-Jul-18,Black  Dot,"No problems, works as expected. Could have a better speaker.",1
5,30-Jul-18,Black  Dot,I love it...... I want to get another one very  very  soon,1
5,30-Jul-18,White  Dot,Great to have along with the Echo,1
5,30-Jul-18,Black  Dot,this is my 2nd echo dot and it is working just as i want it to.  i have it in the bedroom and i par it with a small blue tooth speaker.  last nite i went to sleep with sounds of a thunderstorm as provided by my echo dot.  i am planning to have the dot turn my bedroom lamps on when i receive the smart plugs that i ordered.,1
5,30-Jul-18,White  Dot,"daughter wanted a white boombox, nothing good out for 11 yr old.  decided to go echo dot for most any request + white BT good speaker.  she loved the gift and nice option for many things on the internet.",1
1,30-Jul-18,Black  Dot,Cheap and cheap sound.,0
4,30-Jul-18,Black  Dot,This is pretty cool,1
4,30-Jul-18,Black  Dot,"Some times Alexa is a little &#34;thick&#34;, but mostly good!",1
5,30-Jul-18,Black  Dot,Love it!! Don’t know what took me so long to get one — and don’t know why I didn’t get two on Amazon Prime Day!,1
5,30-Jul-18,Black  Dot,Up dated news,1
5,30-Jul-18,Black  Dot,Works like a champ.,1
5,30-Jul-18,Black  Dot,"Clear sound, great alarm clock, plays my music.  What else can you ask for.  Oh yeah, you can order what you need.",1
5,30-Jul-18,White  Dot,Love that you can use your cell phone to call Echo or Dot. You can also use Echo and Dot as intercoms.,1
5,30-Jul-18,Black  Dot,love it...just like the other 4 I own.,1
5,30-Jul-18,White  Dot,"Great price.  I love my echo dot,",1
5,30-Jul-18,Black  Dot,Excellent. Bought another one yesterday!,1
5,30-Jul-18,Black  Dot,works great,1
5,30-Jul-18,White  Dot,Love this!!! My daughter enjoys telling Alexa what to do. Haha,1
5,30-Jul-18,Black  Dot,"Purchased this for a discount on Prime Day to insert into a portable Bluetooth speaker made specifically to work with Echo Dot. Works great, love it! Now I can bring Alexa out onto the patio with me, and I mostly use it for music. This is our 3rd Echo product and we love them!",1
5,30-Jul-18,Black  Dot,Just got my third one. Love them,1
5,30-Jul-18,Black  Dot,The ease in installing,1
5,30-Jul-18,Black  Dot,"Un excelente equipo inteligente al estar conectado al internet nos provee de múltiples funciones tales como, el tiempo,hora,información de cualquier estudio que estés realizando atrás vez del internet.",1
